S/N,Joined Proctor on,Stage,Entry,Bootcamp,Score,% Score,% Completed,M1-S1 Correct,M1-S1 Wrong,M1-S1 Tries,M1-S2 Tries,M2-S1 Correct,M2-S1 Wrong,M2-S1 Tries,M2-S2 Tries,M3-S1 Correct,M3-S1 Wrong,M3-S1 Tries,M3-S2 Tries,M4-S1 Correct,M4-S1 Wrong,M4-S1 Tries,M4-S2 Tries,M5-S1 Correct,M5-S1 Wrong,M5-S1 Tries,M5-S2 Tries,M6-S1 Correct,M6-S1 Wrong,M6-S1 Tries,M6-S2 Tries,M7-S1 Correct,M7-S1 Wrong,M7-S1 Tries,M7-S2 Tries,M8-S1 Correct,M8-S1 Wrong,M8-S1 Tries,M8-S2 Tries,M9-S1 Correct,M9-S1 Wrong,M9-S1 Tries,M9-S2 Tries,M10-S1 Correct,M10-S1 Wrong,M10-S1 Tries,M10-S2 Tries
3906,12/29/2015,Andela Proctor,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3907,12/29/2015,Andela Proctor,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3908,12/29/2015,Andela Proctor,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3909,12/29/2015,Andela Proctor,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3910,12/29/2015,Andela Proctor,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,12/29/2015,Andela Proctor,0,FALSE,106,53.00%,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3912,12/29/2015,Andela Proctor,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,12/29/2015,Andela Proctor,0,FALSE,108,54.00%,20,2,4,4,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3914,12/29/2015,Andela Proctor,0,FALSE,106,53.00%,13,4,2,2,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3915,12/29/2015,Andela Proctor,0,FALSE,106,53.00%,20,2,4,4,0,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3916,12/29/2015,Andela Proctor,0,FALSE,106,53.00%,13,2,4,4,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3917,12/29/2015,Andela Proctor,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3918,12/29/2015,Andela Proctor,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3919,12/29/2015,Andela Proctor,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3920,12/29/2015,Andela Proctor,0,FALSE,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3921,12/29/2015,Andela Proctor,0,FALSE,103,51.50%,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3922,12/29/2015,Andela Proctor,0,FALSE,108,54.00%,13,5,1,1,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3923,12/29/2015,Andela Proctor,0,FALSE,111,55.50%,20,2,4,4,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3924,12/29/2015,Andela Proctor,0,FALSE,111,55.50%,20,2,4,4,0,8,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3925,12/29/2015,Andela Proctor,0,FALSE,108,54.00%,20,2,4,4,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3926,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,20,4,2,2,0,4,6,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3927,12/29/2015,Andela Proctor,0,FALSE,112,56.00%,20,5,1,1,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3928,12/29/2015,Andela Proctor,0,FALSE,112,56.00%,20,5,1,1,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3929,12/29/2015,Andela Proctor,0,FALSE,107,53.50%,20,3,3,3,0,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3930,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,20,1,5,5,0,6,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3931,12/29/2015,Andela Proctor,0,FALSE,111,55.50%,20,4,2,2,0,8,2,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3932,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,20,3,3,3,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3933,12/29/2015,Andela Proctor,0,FALSE,110,55.00%,20,4,2,2,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3934,12/29/2015,Andela Proctor,0,FALSE,104,52.00%,13,3,3,3,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3935,12/29/2015,Andela Proctor,0,FALSE,112,56.00%,20,4,2,2,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3936,12/29/2015,Andela Proctor,0,FALSE,110,55.00%,20,3,3,3,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3937,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,13,4,2,2,0,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3938,12/29/2015,Andela Proctor,0,FALSE,112,56.00%,20,4,2,2,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3939,12/29/2015,Andela Proctor,0,FALSE,108,54.00%,20,3,3,3,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3940,12/29/2015,Andela Proctor,0,FALSE,108,54.00%,20,3,3,3,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,12/29/2015,Andela Proctor,0,FALSE,107,53.50%,20,1,5,5,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3942,12/29/2015,Andela Proctor,0,FALSE,106,53.00%,20,1,5,5,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3943,12/29/2015,Andela Proctor,0,FALSE,107,53.50%,13,5,1,1,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3944,12/29/2015,Andela Proctor,0,FALSE,108,54.00%,20,2,4,4,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3945,12/29/2015,Andela Proctor,0,FALSE,108,54.00%,20,2,4,4,0,6,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3946,12/29/2015,Andela Proctor,0,FALSE,110,55.00%,20,3,3,3,0,8,2,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3947,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,20,1,5,5,0,5,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3948,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,20,2,4,4,0,5,5,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3949,12/29/2015,Andela Proctor,0,FALSE,110,55.00%,20,1,5,5,0,6,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3950,12/29/2015,Offer,1,TRUE,173,86.50%,100,5,1,1,0,8,2,2,0,0,3,3,1,12,4,4,1,4,0,0,1,4,0,0,1,1,5,5,0,8,2,2,0,18,1,1,0,41,2,2,3
3951,12/29/2015,Andela Proctor,0,FALSE,111,55.50%,20,4,2,2,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3952,12/29/2015,Andela Proctor,0,FALSE,114,57.00%,20,5,1,1,0,7,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3953,12/29/2015,Andela Proctor,0,FALSE,110,55.00%,20,2,4,4,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3954,12/29/2015,Andela Proctor,0,FALSE,110,55.00%,20,1,5,5,0,8,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3955,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,20,2,4,4,0,5,5,5,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3956,12/29/2015,Andela Proctor,0,FALSE,110,55.00%,20,3,3,3,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3957,12/29/2015,Andela Proctor,0,FALSE,114,57.00%,20,5,1,1,0,7,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3958,12/29/2015,Andela Proctor,0,FALSE,108,54.00%,20,2,4,4,0,7,3,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3959,12/29/2015,Andela Proctor,0,FALSE,107,53.50%,20,2,4,4,0,6,4,4,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3960,12/29/2015,Andela Proctor,0,FALSE,108,54.00%,20,3,3,3,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3961,12/29/2015,Andela Proctor,0,FALSE,103,51.50%,13,3,3,3,0,3,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3962,12/29/2015,Andela Proctor,0,FALSE,112,56.00%,20,4,2,2,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3963,12/29/2015,Andela Proctor,0,FALSE,111,55.50%,20,3,3,3,0,6,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3964,12/29/2015,Andela Proctor,0,FALSE,104,52.00%,20,0,6,6,0,3,7,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3965,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,20,3,3,3,0,7,3,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3966,12/29/2015,Andela Proctor,0,FALSE,111,55.50%,20,4,2,2,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3967,12/29/2015,Andela Proctor,0,FALSE,114,57.00%,20,5,1,1,0,8,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3968,12/29/2015,Andela Proctor,0,FALSE,106,53.00%,13,4,2,2,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,12/29/2015,Andela Proctor,0,FALSE,107,53.50%,20,2,4,4,0,7,3,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3970,12/29/2015,Andela Proctor,0,FALSE,106,53.00%,13,3,3,3,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3971,12/29/2015,Andela Proctor,0,FALSE,107,53.50%,20,3,3,3,0,4,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3972,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,20,4,2,2,0,4,6,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3973,12/29/2015,Andela Proctor,0,FALSE,110,55.00%,20,3,3,3,0,6,4,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3974,12/29/2015,Andela Proctor,0,FALSE,108,54.00%,13,5,1,1,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3975,12/29/2015,Andela Proctor,0,FALSE,111,55.50%,20,4,2,2,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3976,12/29/2015,Andela Proctor,0,FALSE,103,51.50%,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,12/29/2015,Andela Proctor,0,FALSE,107,53.50%,20,2,4,4,0,4,6,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3978,12/29/2015,Andela Proctor,0,FALSE,108,54.00%,13,4,2,2,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3979,12/29/2015,Andela Proctor,0,FALSE,102,51.00%,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3980,12/29/2015,Andela Proctor,0,FALSE,107,53.50%,13,3,3,3,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3981,12/29/2015,Andela Proctor,0,FALSE,113,56.50%,20,3,3,3,0,8,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3982,12/29/2015,Andela Proctor,0,FALSE,113,56.50%,20,4,2,2,0,7,3,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3983,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,20,1,5,5,0,6,4,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3984,12/29/2015,Andela Proctor,0,FALSE,111,55.50%,20,3,3,3,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3985,12/29/2015,Andela Proctor,0,FALSE,105,52.50%,20,1,5,5,0,7,3,3,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3986,12/29/2015,Andela Proctor,0,FALSE,113,56.50%,20,3,3,3,0,9,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,12/29/2015,Andela Proctor,0,FALSE,110,55.00%,20,3,3,3,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3988,12/29/2015,Andela Proctor,0,FALSE,112,56.00%,20,5,1,1,0,7,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3989,12/29/2015,Andela Proctor,0,FALSE,113,56.50%,20,5,1,1,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3990,12/29/2015,Andela Proctor,0,FALSE,108,54.00%,20,3,3,3,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3991,12/29/2015,Andela Proctor,0,FALSE,115,57.50%,20,5,1,1,0,7,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3992,12/29/2015,Andela Proctor,0,FALSE,107,53.50%,20,3,3,3,0,4,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3993,12/29/2015,Andela Proctor,0,FALSE,102,51.00%,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3994,12/29/2015,Andela Proctor,0,FALSE,110,55.00%,20,2,4,4,0,9,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3995,12/29/2015,Andela Proctor,0,FALSE,113,56.50%,20,5,1,1,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3996,12/29/2015,Andela Proctor,0,FALSE,102,51.00%,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3997,12/29/2015,Andela Proctor,0,FALSE,108,54.00%,20,4,2,2,0,4,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,12/29/2015,Andela Proctor,0,FALSE,105,52.50%,20,3,3,3,0,3,7,7,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3999,12/29/2015,Andela Proctor,0,FALSE,108,54.00%,20,3,3,3,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,12/29/2015,Offer,1,TRUE,184,92.00%,100,5,1,1,0,8,2,2,0,0,1,1,1,14,2,2,1,4,0,0,1,4,0,0,1,6,0,0,0,7,3,3,0,17,2,2,0,43,0,0,1
4001,12/29/2015,Andela Proctor,0,FALSE,104,52.00%,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4002,12/29/2015,Andela Proctor,0,FALSE,111,55.50%,20,3,3,3,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4003,12/29/2015,Andela Proctor,0,FALSE,107,53.50%,13,3,3,3,0,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,12/29/2015,Andela Proctor,0,FALSE,106,53.00%,20,0,6,6,0,7,3,3,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4005,12/29/2015,Andela Proctor,0,FALSE,106,53.00%,13,3,3,3,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,13,3,3,3,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,20,3,3,3,0,8,2,2,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4008,12/29/2015,Andela Proctor,0,FALSE,115,57.50%,20,6,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4009,12/29/2015,Andela Proctor,0,FALSE,111,55.50%,20,3,3,3,0,8,2,2,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4010,12/29/2015,Andela Proctor,0,FALSE,108,54.00%,20,3,3,3,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4011,12/29/2015,Andela Proctor,0,FALSE,106,53.00%,20,2,4,4,0,4,6,6,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4012,12/29/2015,Andela Proctor,0,FALSE,102,51.00%,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,12/29/2015,Andela Proctor,0,FALSE,100,50.00%,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4014,12/29/2015,Andela Proctor,0,FALSE,111,55.50%,20,3,3,3,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,12/29/2015,Andela Proctor,0,FALSE,102,51.00%,6,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4016,12/29/2015,Andela Proctor,0,FALSE,113,56.50%,20,3,3,3,0,7,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,12/29/2015,Andela Proctor,0,FALSE,112,56.00%,20,4,2,2,0,7,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4018,12/29/2015,Andela Proctor,0,FALSE,112,56.00%,13,6,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,12/29/2015,Offer,1,TRUE,174,87.00%,100,3,3,3,0,6,4,4,0,0,3,3,1,12,4,4,1,4,0,0,1,4,0,0,1,5,1,1,0,9,1,1,0,16,3,3,0,41,2,2,1
4020,12/29/2015,Andela Proctor,0,FALSE,109,54.50%,20,4,2,2,0,5,5,5,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,12/29/2015,Andela Proctor,0,FALSE,105,52.50%,13,2,4,4,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4022,12/29/2015,Andela Proctor,0,FALSE,103,51.50%,13,2,4,4,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4023,12/29/2015,Andela Proctor,0,FALSE,110,55.00%,20,4,2,2,0,5,5,5,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
